,word,word_root,polarity
8975,어긋나지 않고,어긋나 않,0
8976,어긋남에도 불구하고,어긋나 불구하,1
8977,어긋남이 없는,어긋나 없,0
8978,어긋남이 없다,어긋나 없,0
8979,어긋남이 없이,어긋나 없이,0
8980,어기다,어기,1
8981,어두운 빛을,어둡 빛,1
8982,어두운 상태,어둡 상태,1
8983,어두침침하게,어두침침,1
8984,어두침침하게 까무스름하다,어두침침 까무스름하,1
8985,어두침침하고,어두침침,1
8986,어두침침하고 쓸쓸하다,어두침침 쓸쓸,1
8987,어둑하다,어둑,1
8988,어둡거나,어둡,1
8989,어둡거나 험하여,어둡 험하,1
8990,어둡고,어둡,1
8991,어둡고 침침하다,어둡 침침,1
8992,어둡다,어둡,1
8993,어떤 두려움으로,어떤 두려움,1
8994,어떤 병이,어떤 병이,1
8995,어떤 병이나,어떤 병,1
8996,어떤 약점을,어떤 약점,1
8997,어려우며,어렵,1
8998,어려운,어렵,1
8999,어려운 고비를,어렵 고비,1
9000,어려운 대목에서,어렵 대목,1
9001,어려운 데가,어렵 데,1
9002,어려운 모양,어렵 모양,1
9003,어려운 버릇,어렵 버릇,1
9004,어려운 병,어렵 병,1
9005,어려운 상태가,어렵 상태,1
9006,어려운 상태이다,어렵 상태,1
9007,어려운 상황을,어렵 상황,1
9008,어려운 일에,어렵 일,1
9009,어려운 일을,어렵 일,1
9010,어려운 일이나,어렵 일,1
9011,어려운 지경에,어렵 지경,1
9012,어려운 지경에서,어렵 지경,1
9013,어려운 처지나,어렵 처지,1
9014,어려운 처지에,어렵 처지,1
9015,어려운 형편에,어렵 형편,1
9016,어려울,어렵,1
9017,어려울 정도로,어렵 정도,1
9018,어려움,어려움,1
9019,어려움 없이,어려움 없이,0
9020,어려움에,어려움,1
9021,어려움을 극복하다,어려움 극복,0
9022,어려워,어렵,1
9023,어려워서,어렵,1
9024,어려워서 애를 먹는,어렵 애 먹,1
9025,어려워하는,어려워하,1
9026,어려워하는 모양,어려워하 모양,1
9027,어려워하다,어려워하,1
9028,어렴풋하다,어렴풋,1
9029,어렵거나,어렵,1
9030,어렵거나 곤란하게,어렵 곤란,1
9031,어렵거나 곤란하다,어렵 곤란,1
9032,어렵거나 부끄럽다,어렵 부끄럽,1
9033,어렵게,어렵,1
9034,어렵게 살아가는,어렵 살아가,1
9035,어렵게 여기다,어렵 여기,1
9036,어렵게 힘들여,어렵 힘들이,1
9037,어렵고,어렵,1
9038,어렵고 쪼들린,어렵 쪼들리,1
9039,어렵다,어렵,1
9040,어렵지 않게,어렵 않,0
9041,어른 같은,어른 같,0
9042,어름어름,어름,1
9043,어름어름 넘기는,어름 넘기,1
9044,어름어름 넘기다,어름 넘기,1
9045,어리둥절하여,어리둥절,1
9046,어리벙,어리,1
9047,어리벙벙,어리벙벙,1
9048,어리벙벙하게,어리벙벙하,1
9049,어리벙벙하다,어리벙벙하,1
9050,어리벙벙하여,어리벙벙하,1
9051,어리빙빙하다,어리빙빙,1
9052,어리삥삥하다,어리삥삥,1
9053,어리석게,어리석,1
9054,어리석게 구는,어리석 굴,1
9055,어리석고,어리석,1
9056,어리석고 둔한,어리석 둔한,1
9057,어리석고 못된,어리석 못되,1
9058,어리석다,어리석,1
9059,어리석어,어리석,1
9060,어리석어 보이는,어리석 보이,1
9061,어리석어서,어리석,1
9062,어리석으며,어리석,1
9063,어리석은,어리석,1
9064,어리석은 데가,어리석 데,1
9065,어리석은 듯하다,어리석 듯하,1
9066,어리석은 말이나,어리석 말,1
9067,어리석은 사람,어리석 사람,1
9068,어리석은 사람을,어리석 사람,1
9069,어리석은 사람의,어리석 사람,1
9070,어리석은 사람이라는,어리석 사람,1
9071,어리석은 질문에,어리석 질문,1
9072,어리석은 짓,어리석 짓,1
9073,어리석은 행동,어리석 행동,1
9074,어리석음,어리석,1
9075,어리숙하다,어리숙하,1
9076,어린아이가 영리하고,어린아이 영리,0
9077,어물어물,어물어물,1
9078,어물어물 망설이기만,어물어물 망설이,1
9079,어물어물하다,어물어물,1
9080,어색스럽다,어색,1
9081,어색하거나,어색,1
9082,어색하거나 거북하거나,어색 거북,1
9083,어색하고,어색,1
9084,어색하고 부자연스럽게,어색 부자연,1
9085,어색하고 쑥스럽다,어색 쑥스럽,1
9086,어색하다,어색,1
9087,어색한,어색,1
9088,어색한 느낌,어색 느낌,1
9089,어색한 느낌이,어색 느낌,1
9090,어색한 데가,어색 데,1
9091,어설프게,어설프,1
9092,어설프고,어설프,1
9093,어설프다,어설프,1
9094,어설프며,어설프,1
9095,어설픈,어설프,1
9096,어설픈 데가,어설프 데,1
9097,어설픈 듯하다,어설프 듯하,1
9098,어설피,어설피,1
9099,어수룩하고,어수룩,1
9100,어수룩하고 만만한,어수룩 만만,1
9101,어수룩한,어수룩,1
9102,어수룩한 데가,어수룩 데,1
9103,어수선하거나,어수,1
9104,어수선하거나 다보록하다,어수 다보록,1
9105,어수선하게,어,1
9106,어수선하게 들떠,어 들뜨,1
9107,어수선하게 들뜨는,어 들뜨,1
9108,어수선하게 떠드는,어 떠들,1
9109,어수선하게 떠들다,어 떠들,1
9110,어수선하게 생각함,어 생각,1
9111,어수선하게 소란이,어 소란,1
9112,어수선하게 움직이며,어 움직이,1
9113,어수선하게 이야기하다,어 이야기,1
9114,어수선하게 흩어져,어 흩어지,1
9115,어수선하고,어,1
9116,어수선하고 소란스러운,어 소란,1
9117,어수선하고 소란스러움,어 소란,1
9118,어수선하고 소란스럽다,어 소란,1
9119,어수선하고 소홀하게,어 소홀,1
9120,어수선하고 소홀하다,어 소홀,1
9121,어수선하고 엉성하다,어 엉성,1
9122,어수선하다,어수,1
9123,어수선하여,어수,1
9124,어수선한,어,1
9125,어수선한 모양,어 모양,1
9126,어수선함,어,1
9127,어여뿌다,어여,0
9128,어여쁘다,어여쁘,0
9129,어울려,어울리,0
9130,어울리게,어울리,0
9131,어울리게 알맞다,어울리 알맞,0
9132,어울리고,어울리,0
9133,어울리는,어울리,0
9134,어울리다,어울리,0
9135,어울리어,어울리,0
9136,어울리어 친하다,어울리 친하,0
9137,어울리어 호화스럽다,어울리 호화,0
9138,어울리지 아니하고,어울리 아니하,1
9139,어울리지 아니한,어울리 아니하,1
9140,어울리지 않거나,어울리 않,1
9141,어울리지 않게,어울리 않,1
9142,어울리지 않고,어울리 않,1
9143,어울리지 않다,어울리 않,1
9144,어울리지 않아,어울리 않,1
9145,어울린 맛과 세련됨이 없이,어울리 맛 세련 없이,1
9146,어이가 없거나,어이 없,1
9147,어이없다,어이,1
9148,어이없을,어이,1
9149,어이없을 때,어이 때,1
9150,어이없이,어이,1
9151,어정쩡히,어정쩡,1
9152,어줍거나,어줍,1
9153,어줍잖다,어줍잖,1
9154,어중간한,어중간,1
9155,어중간한 모양,어중간 모양,1
9156,어중간한 사람,어중간 사람,1
9157,어중간한 태도,어중간 태도,1
9158,어지간하게,어지간,0
9159,어지간히 보잘것없고,어지간히 보잘것없,1
9160,어지간히 시들어,어지간히 시들,1
9161,어지러우며,어지럽,1
9162,어지러운,어지럽,1
9163,어지러운 기운이,어지럽 기운,1
9164,어지러운 느낌,어지럽 느낌,1
9165,어지러운 데가,어지럽 데,1
9166,어지러운 모양,어지럽 모양,1
9167,어지러운 상태로,어지럽 상태,1
9168,어지러운 상태에,어지럽 상태,1
9169,어지러운 일을,어지럽 일,1
9170,어지러운 자리,어지럽 자리,1
9171,어지러울 정도로,어지럽 정도,1
9172,어지러워,어지럽,1
9173,어지러워 까무러칠,어지럽 까무러치,1
9174,어지러워서,어지럽,1
9175,어지러워지는,어지럽,1
9176,어지러워지는 모양,어지럽 모양,1
9177,어지럼증,어지럼증,1
9178,어지럽거나,어지럽,1
9179,어지럽게,어지럽,1
9180,어지럽게 늘어져,어지럽 늘어지,1
9181,어지럽게 뒤섞여,어지럽 뒤섞이,1
9182,어지럽게 일어나,어지럽 일어나,1
9183,어지럽게 하는,어지럽 하,1
9184,어지럽게 하다,어지럽 하다,1
9185,어지럽게 흔들거리는,어지럽 흔들거리,1
9186,어지럽게 흔들거리다,어지럽 흔들거리,1
9187,어지럽게 흩어져,어지럽 흩어지,1
9188,어지럽게 흩어지거나,어지럽 흩어지,1
9189,어지럽게 흩어지다,어지럽 흩어지,1
9190,어지럽고,어지럽,1
9191,어지럽고 메스꺼워,어지럽 메스껍,1
9192,어지럽고 아프며,어지럽 아프,1
9193,어지럽다,어지럽,1
9194,어지럽도록,어지럽,1
9195,어지럽지 아니하다,어지럽 아니하,0
9196,어지르다,어지르,1
9197,어진,어진,0
9198,어진 마음으로,어진 마음,0
9199,어진 사람,어진 사람,0
9200,어진 선비를,어진 선비,0
9201,어질고,어질,0
9202,어질고 지혜로우며,어질 지혜,0
9203,어질다,어질,0
9204,어집럽게 일어나거나,어 일어나,1
9205,어쭙잖다,어쭙잖,1
9206,어찌할 바를 모르는,어찌하 바르 모르,1
9207,어찌할 바를 모르다,어찌하 바르 모르,1
9208,어찌할 바를 몰라,어찌하 바르 몰,1
9209,어찌할 줄 몰라서,어찌하 줄 모르,1
9210,어찌할 줄을 몰라,어찌하 줄 몰,1
9211,어찔어찔하다,어찔어찔,1
9212,어찔어찔한,어찔어찔,1
9213,어찔어찔한 모양,어찔어찔 모양,1
9214,어처구니없는,어처구니없,1
9215,어처구니없는 짓,어처구니없 짓,1
9216,어처구니없다,어처구니없,1
9217,어처구니없다고,어처구니없,1
9218,어처구니없이,어처구니없이,1
9219,어필하다,어필,0
9220,억누루는 짓,억 짓,1
9221,억누루는 짓을,억 짓,1
9222,억누르거나,억누르,1
9223,억누르거나 참다,억누르 참,1
9224,억누르고,억누르,1
9225,억누르는,억누르,1
9226,억누르다,억누르,1
9227,억누름,억누르,1
9228,억눌러,억누르,1
9229,억눌러 못,억누르 못,1
9230,억눌리다,억눌리,1
9231,억세다,억세,1
9232,억세어,억세,1
9233,억세지 아니하고,억세 아니하,0
9234,억압,억압,1
9235,억압되다,억압,1
9236,억울하거나,억울,1
9237,억울하거나 원통하여,억울 원통,1
9238,억울하게,억울,1
9239,억울하게 여겨,억울 여기,1
9240,억울하다,억울,1
9241,억울하여,억울,1
9242,억울한,억울,1
9243,억울한 일을,억울 일,1
9244,억울한 죄에,억울 죄,1
9245,억울함,억울,1
9246,억제하며,억제,1
9247,억지,억지,1
9248,억지가,억지,1
9249,억지가 세어서,억지 세,1
9250,억지감,억지감,1
9251,억지로,억지로,1
9252,억지로 가로막아서,억지로 가로막,1
9253,억지로 나오게,억지로 나오,1
9254,억지로 들이밀어,억지로 들이밀,1
9255,억지로 만들다,억지로 만들,1
9256,억지로 빼앗기,억지로 빼앗기,1
9257,억지로 빼앗다,억지로 빼앗,1
9258,억지로 빼앗아,억지로 빼앗,1
9259,억지로 쑤시고,억지로 쑤시,1
9260,억지로 억누르다,억지로 억누르,1
9261,억지로 억누름,억지로 억누르,1
9262,억지로 억눌리다,억지로 억눌리,1
9263,억지로 입다,억지로 입,1
9264,억지로 차지하다,억지로 차지,1
9265,억지로 참거나,억지로 참,1
9266,억지로 참는,억지로 참,1
9267,억지로 하는,억지로 하,1
9268,억지를,억지,1
9269,억지를 부리거나,억지 부리,1
9270,억지를 쓰며,억지 쓰,1
9271,억지스러운,억지,1
9272,억지스러운 느낌,억지 느낌,1
9273,억지스럽다,억지,1
9274,억척스럽고,억척,-1
9275,억척스럽고 세차다,억척 세차,1
9276,억척스럽다,억척,1
9277,언짢거나,언짢,1
9278,언짢거나 못마땅하여,언짢 못마땅,1
9279,언짢거나 못마땅하여서,언짢 못마땅,1
9280,언짢거나 못마땅한,언짢 못마땅,1
9281,언짢거나 불쾌한,언짢 불쾌,1
9282,언짢거나 울려고,언짢 울,1
9283,언짢거나 징그럽다,언짢 징그럽,1
9284,언짢게,언짢,1
9285,언짢게 되다,언짢 되,1
9286,언짢게 말썽을,언짢 말썽,1
9287,언짢고,언짢,1
9288,언짢고 가엾게,언짢 가엾,1
9289,언짢고 서운하게,언짢 서운,1
9290,언짢고 아프다,언짢 아프,1
9291,언짢다,언짢,1
9292,언짢아서,언짢,1
9293,언짢아서 성이,언짢 성,1
9294,언짢아서 어이없다,언짢 어이,1
9295,언짢아지다,언짢,1
9296,언짢아하다,언짢아하,1
9297,언짢았던,언짢,1
9298,언짢았던 감정이,언짢 감정,1
9299,언짢은,언짢,1
9300,언짢은 감정,언짢 감정,1
9301,언짢은 기분,언짢 기분,1
9302,언짢은 기분으로,언짢 기분,1
9303,언짢은 기분이,언짢 기분,1
9304,언짢은 기색이,언짢 기색,1
9305,언짢은 느낌,언짢 느낌,1
9306,언짢은 느낌이,언짢 느낌,1
9307,언짢은 데가,언짢 데,1
9308,언짢은 마음에,언짢 마음,1
9309,언짢은 생각이,언짢 생각,1
9310,언짢은 일을,언짢 일,1
9311,언짢을,언짢,1
9312,언짢음,언짢,1
9313,언짢이,언,1
9314,언행이 옹골차고,언행 옹골차,0
9315,언행이 의젓하고,언행 의젓,0
9316,언행이 허황하고,언행 허황,1
9317,얻는 은혜나,얻 은혜,0
9318,얻어 내다,얻 내달,0
9319,얻어 냄,얻 내,0
9320,얻어맞을,얻어맞,1
9321,얻어맞을 때,얻어맞 때,1
9322,얻지 못하거나,얻 못하,1
9323,얻지 못하여,얻 못하,1
9324,얼굴빛이 누르렀다,얼굴빛 누,1
9325,얼굴이 곱고,얼굴 곱,0
9326,얼굴이 깨끗하여,얼굴 깨끗하,0
9327,얼굴이 꺼칠하고,얼굴 꺼칠,1
9328,얼굴이 말쑥하고,얼굴 말쑥,0
9329,얼굴이 붉으락푸르락하여지며,얼굴 붉으락푸르락,1
9330,얼굴이 붉으락푸르락해지며,얼굴 붉으락푸르락,1
9331,얼굴이 야위고,얼굴 야위,1
9332,얼굴이 창백하고,얼굴 창백,1
9333,얼굴이 창백하여지고,얼굴 창백,1
9334,얼기설기하다,얼기설기,1
9335,얼떨떨하다,얼떨떨,1
9336,얼떨떨하여,얼떨떨,1
9337,얼떨떨한,얼떨떨,1
9338,얼떨떨한 정신,얼떨떨 정신,1
9339,얼떨떨해지다,얼떨떨,1
9340,얼떨떨해하다,얼떨떨,1
9341,얼렁뚱땅하는,얼렁뚱땅,1
9342,얼렁뚱땅하는 수단을,얼렁뚱땅 수단,1
9343,얼렁뚱땅하여,얼렁뚱땅,1
9344,얼룩덜룩하게 된,얼룩덜룩 되,1
9345,얼버무리다,얼버무리,1
9346,얼빠져,얼빠지,1
9347,얼빠져 보이는,얼빠지 보이,1
9348,얼빠진,얼빠지,1
9349,얼빠진 사람처럼,얼빠지 사람,1
9350,얼얼하다,얼얼,1
9351,얼얼한,얼얼,1
9352,얼이 빠지다,얼 빠지,1
9353,얼이 빠짐,얼 빠지,1
9354,얽매여서,얽매이,1
9355,얽매이지 아니하고,얽매이 아니하,0
9356,얽은,얽,1
9357,얽은 것이나,얽 것,1
9358,얽은 자국이,얽 자국,1
9359,얽히거나,얽히,1
9360,엄격하게 나무라다,엄격 나무라,1
9361,엄격하여,엄격,1
9362,엄살을,엄살,1
9363,엄살을 부리는,엄살 부리,1
9364,엄살을 부리며,엄살 부리,1
9365,엄친아,엄친,0
9366,엄하다,엄하,0
9367,업귀,업귀,1
9368,업신여겨,업신여기,1
9369,업신여겨 얕보다,업신여기 얕보,1
9370,업신여겨 하찮게,업신여기 하찮,1
9371,업신여겨지거나,업신여기,1
9372,업신여기거나,업신여기,1
9373,업신여기거나 하찮게,업신여기 하찮,1
9374,업신여기고,업신여기,1
9375,업신여기는,업신여기,1
9376,업신여기는 모양,업신여기 모양,1
9377,업신여기는 태도로,업신여기 태도,1
9378,업신여기다,업신여기,1
9379,업신여기어,업신여기,1
9380,업신여기어지거나,업신여기,1
9381,업신여기어지거나 하찮게,업신여기 하찮,1
9382,업신여김,업신여기,1
9383,업신여김을,업신여기,1
9384,업신여김을 받음,업신여기 받,1
9385,업적,업적,0
9386,업적을,업적,0
9387,업적이나,업적,0
9388,없거나 모자라서,없 모자,1
9389,없고 멀건,없 멀겋,1
9390,없고 편하게,없 편하,0
9391,없다,없,1
9392,없애 버리는,없애 버리,1
9393,없애 버리다,없애 버리,1
9394,없애 버림,없애 버리,1
9395,없애다,없애,1
9396,없어서,없,1
9397,없어져,없,1
9398,없어지다,없,1
9399,없어진,없,1
9400,없어짐,없,1
9401,없으면서,없,1
9402,없음을,없,1
9403,없이 가볍게,없이 가볍,1
9404,없이 멋쩍고,없이 멋쩍,1
9405,없이 순수한,없이 순수,0
9406,엇서며,엇,1
9407,엇서며 대들다,엇 대들,1
9408,엉너리로,엉너리,1
9409,엉뚱하게,엉뚱,1
9410,엉뚱하고,엉뚱,1
9411,엉뚱한,엉뚱,1
9412,엉뚱한 느낌을,엉뚱 느낌,1
9413,엉뚱한 욕심을,엉뚱 욕심,1
9414,엉뚱한 짓을,엉뚱 짓,1
9415,엉성하고,엉성,1
9416,엉성하고 거친,엉성 거치,1
9417,엉성하고 조잡하다,엉성 조잡,1
9418,엉성하다,엉성,1
9419,엉성한,엉성,1
9420,엉성한 모양,엉성 모양,1
9421,엉성한 물건이,엉성 물건,1
9422,엉큼하게,엉큼,1
9423,엉큼하고,엉큼,1
9424,엉큼한,엉큼,1
9425,엉큼한 마음을,엉큼 마음,1
9426,엉터리,엉터리,1
9427,엎어지게,엎어지,1
9428,엎어지게 하다,엎어지 하다,1
9429,엎어지는,엎어지,1
9430,엎어지는 모양,엎어지 모양,1
9431,에게 굽실거리다,에 굽실거리,1
9432,에게 굽실하다,에 굽실,1
9433,엘리트,엘리트,0
9434,엘리트하다,엘리트,0
9435,엘리트한,엘리트,0
9436,여겨 깔보다,여기 깔보,1
9437,여겨져 무시당하다,여기 무시,1
9438,여겨져 언짢다,여기 언짢,1
9439,여겨져 언짢은,여기 언짢,1
9440,여기거나 즐기는,여기 즐기,0
9441,여기거나 즐기다,여기 즐기,0
9442,여기고 아끼다,여기 아끼,0
9443,여기고 아낌,여기 아끼,0
9444,여기어 탓하거나,여기 탓,1
9445,여리다,여리,1
9446,여물지 아니한,여물 아니하,1
9447,여병추,여병,1
9448,여옥기인,여옥,0
9449,여위거나,여위,1
9450,여위게 된다,여위 되,1
9451,여위게 하다,여위 하다,1
9452,여위고,여위,1
9453,여위고 쇠약해지는,여위 쇠약,1
9454,여위어,여위,1
9455,여위우다,여위,1
9456,여윈,여위,1
9457,여윈 모습을,여위 모습,1
9458,여윈 사람을,여위 사람,1
9459,여유,여유,0
9460,여유 없이,여유 없이,1
9461,여유 잇고,여유 잇,0
9462,여유 있는,여유 있,0
9463,여유가 생기다,여유 생기,0
9464,여유가 없다,여유 없,1
9465,여유가 없어,여유 없,1
9466,여유가 없이,여유 없이,1
9467,여유가 있게,여유 있,0
9468,여유가 있다,여유 있,0
9469,여유로운,여유,0
9470,여유로운 모양,여유 모양,0
9471,여유롭다,여유,0
9472,여유를,여유,0
9473,여유를 두고,여유 두고,0
9474,여자를 속되게,여자 속되,1
9475,여자를 욕하여,여자 욕하,1
9476,역겹다,역겹,1
9477,역겹도록,역겹,1
9478,역겹도록 구리게,역겹 구리,1
9479,역경,역경,1
9480,역사적인,역사적,-1
9481,역전패,역,1
9482,역전패하다,역전,1
9483,역전하다,역전,0
9484,역정,역정,1
9485,역정을,역정,1
9486,역정을 내는,역정 내,1
9487,역정이,역정,1
9488,역정이 나거나,역정 나,1
9489,역증,역증,1
9490,역투하다,역투,0
9491,역한,역,1
9492,역한 냄새가,역 냄새,1
9493,연덕,연,1
9494,연민,연민,1
9495,연민스럽다,연민,1
9496,연민이나,연민,1
9497,연민이나 쓰라림,연민 쓰라림,1
9498,연민하다,연민,1
9499,연애,연애,0
9500,연애를,연애,0
9501,연애를 하거나,연애 하,0
9502,연약하게 되다,연약 되,1
9503,연줄이 끊어져,연줄 끊어지,1
9504,연하게,연하,0
9505,연하고,연,0
9506,연하고 보드라운,연 보드랍,0
9507,연하고 보드랍다,연 보드랍,0
9508,연하고 부드러운,연 부드럽,0
9509,열공,열,0
9510,열광,열광,0
9511,열광하다,열광,0
9512,열렬한 사랑,열렬 사랑,0
9513,열렬히,열렬히,0
9514,열렬히 좋아하는,열렬히 좋아하,0
9515,열매를 맺다,열매 맺,0
9516,열받다,열받,1
9517,열병이나,열병,1
9518,열성병,열성병,1
9519,열성이,열성,0
9520,열성이 생겨,열성 생기,0
9521,열심히,열심히,0
9522,열심히 하는,열심히 하,0
9523,열심히 하지 아니하는,열심히 하 아니하,1
9524,열심히 하지 아니하다,열심히 하 아니하,1
9525,열없다,열없,1
9526,열없이,열,1
9527,열이 나고,열이 나,1
9528,열이 나는,열이 나,1
9529,열이 나며,열이 나,1
9530,열이 높고,열이 높,1
9531,열이 높아지는,열이 높,1
9532,열이 심하거나,열이 심하,1
9533,열이 심하게,열이 심하,1
9534,열이 심하게 나고,열이 심하 나,1
9535,열이 자꾸 나며,열이 자꾸 나,1
9536,열정,열정,0
9537,열중하는,열중,0
9538,열중하는 마음,열중 마음,0
9539,열중하다,열중,0
9540,열증,열증,1
9541,열폭,열,1
9542,염려가,염려,1
9543,염려가 되어,염려 되,1
9544,염려가 없이,염려 없이,0
9545,염모,염,0
9546,염모하다,염,0
9547,염증,염증,1
9548,염증이 생겨,염증 생기,1
9549,염증이 생기는,염증 생기,1
9550,염치 없이,염치 없이,1
9551,염치가 없다,염치 없,1
9552,염치가 없어,염치 없,1
9553,염치없이,염치,1
9554,염치없이 굴다,염치 굴,1
9555,염치없이 슬그머니,염치 슬그머니,1
9556,염치없이 태연하게,염치 태연,1
9557,염탐을 잘못함,염탐 잘못,1
9558,엿보거나,엿보,1
9559,영감을 얻다,영감 얻,0
9560,영광,영광,0
9561,영광스럽고,영광,0
9562,영광스럽고 훌륭하게,영광 훌륭,0
9563,영광스럽고 훌륭하다,영광 훌륭,0
9564,영광스럽다,영광,0
9565,영롱하다,영롱,0
9566,영리하게,영리,0
9567,영리하고,영리,0
9568,영리하고 지혜롭다,영리 지혜,0
9569,영리하다,영리,0
9570,영리한,영리,0
9571,영리해서,영리,0
9572,영악한,영악,1
9573,영악한 데가,영악 데,1
9574,영양 부족이나,영양 부족,1
9575,영양 실조,영양 실조,1
9576,영양가 높은,영양가 높,0
9577,영양가가 높은,영양가 높,0
9578,영양분이 풍부한,영양분 풍부,0
9579,영양실조로,영양실조,1
9580,영양을 보충하다,영양 보충,0
9581,영양이 적고,영양 적,1
9582,영영 끊어지다,영영 끊어지,1
9583,영영 끊어짐,영영 끊어지,1
9584,영예,영예,0
9585,영예로운,영예,0
9586,영웅,영웅,0
9587,영정,영정,1
9588,영특하고,영특,0
9589,옆구리가 켕기고,옆구리 켕기,1
9590,예리하지 못하다,예리 못하,1
9591,예민하거나,예민,1
9592,예민하거나 섬약하여,예민 섬약,1
9593,예방,예방,0
9594,예방하다,예방,0
9595,예뻐지다,예쁘,0
9596,예쁘게,예쁘,0
9597,예쁘게 벌리고,예쁘 벌리,0
9598,예쁘게 벌리며,예쁘 벌리,0
9599,예쁘고,예쁘,0
9600,예쁘고 곱거나,예쁘 곱,0
9601,예쁘다,예쁘,0
9602,예쁘다를,예쁘,0
9603,예쁘다를 예스럽게,예쁘 예,0
9604,예쁜,예쁘,0
9605,예쁜 데가,예쁘 데,0
9606,예사롭게,예사,-1
9607,예술적,예술적,0
9608,예술적인,예술적,0
9609,예술적인 아름다움이나,예술적 아름다움,0
9610,예스러운,예,0
9611,예스러운 표현으로,예 표현,0
9612,예의,예의,0
9613,예의 바르다,예의 바르,0
9614,예의 바른,예의 바른,0
9615,예의를,예의,0
9616,예의를 갖추기,예의 갖추,0
9617,예의를 갖추어,예의 갖추,0
9618,예의를 차리다,예의 차,0
9619,예의범절에 어긋나게,예의 어긋나,1
9620,예의범절에 어긋나는,예의 어긋나,1
9621,예의에 벗어나다,예의 벗어나,1
9622,예의와,예의,0
9623,예의와 도리,예의 도리,0
9624,예절을 모르는,예절 모르,1
9625,예절을 지키는,예절 지키,0
9626,오그라들다,오그라들,1
9627,오는 위기적,오 위기,1
9628,오답,오답,1
9629,오도,오도,1
9630,오도되다,오도,1
9631,오도하다,오도,1
9632,오래 앓다,오래 앓,1
9633,오래되거나,오래되,1
9634,오랜 병으로,오랜 병,1
9635,오류,오류,1
9636,오르지 못하던,오르 못하,1
9637,오붓하게,오붓,0
9638,오붓하게 오순도순,오붓 오순도순,0
9639,오순도순,오순도순,0
9640,오스스 소름이,오스스 소름,1
9641,오슬오슬하다,오슬오슬,1
9642,오싹,오싹,1
9643,오싹거리다,오싹거리,1
9644,오싹대다,오싹,1
9645,오싹오싹하다,오싹오싹,1
9646,오싹하다,오싹,1
9647,오염,오염,1
9648,오염되다,오염,1
9649,오염된,오염,1
9650,오염된 식품을,오염 식품,1
9651,오용,오용,1
9652,오용하다,오용,1
9653,오점,오점,-1
9654,오크,오,1
9655,오한,오한,1
9656,오한과,오한,1
9657,오한이,오한,1
9658,오한이 난다,오한 낳,1
9659,오한이 생기거나,오한 생기,1
9660,오해,오해,1
9661,오해의 소지가 있는,오해 소지 있,1
9662,오해하다,오해,1
9663,옥신각신하며,옥신각신,1
9664,옥신각신하며 다투는,옥신각신 다투,1
9665,옥신각신하며 다투다,옥신각신 다투,1
9666,옥처럼 아름다운,옥 아름답,0
9667,온 정성을,온 정성,0
9668,온 힘을,온 힘,0
9669,온갖 요망한,온갖 요망,1
9670,온갖 정성을,온갖 정성,0
9671,온갖 험한,온갖 험하,1
9672,온당치 않고,온당 않,1
9673,온당하지 아니하게,온당 아니하,1
9674,온당하지 않게,온당 않,1
9675,온도가 알맞게,온도 알맞,0
9676,온몸이 노곤하여,온몸 노,1
9677,온몸이 붓고,온몸 붓,1
9678,온순하게,온순,0
9679,온순하다,온순,0
9680,온순하지 못하고,온순 못하,1
9681,온순하지 못하여,온순 못하,1
9682,온순한,온순,0
9683,온순한 마음,온순 마음,0
9684,온순한 마음으로,온순 마음,0
9685,온순한 태도로,온순 태도,0
9686,온전하게,온전,0
9687,온전하다,온전,0
9688,온전한,온전,0
9689,온전한 상태로,온전 상태,0
9690,온통 소란해지거나,온통 소란,1
9691,온하다,오,0
9692,온화하게,온화,0
9693,온화하게 웃다,온화 웃,0
9694,온화하고,온화,0
9695,온화하고 공손하게,온화 공손,0
9696,온화하고 기품이,온화 기품,0
9697,온화하고 부드러우며,온화 부드럽,0
9698,온화하다,온화,0
9699,온화한,온화,0
9700,온화한 기색이나,온화 기색,0
9701,온환하게,오,0
9702,올곧지 아니하여,올곧 알,1
9703,올바로,올바로,0
9704,올바로 볼,올바로 볼,0
9705,올바르게,올바르,0
9706,올바르게 이어받은,올바르 이어받,0
9707,올바르게 있어,올바르 있,0
9708,올바르고,올바르,0
9709,올바르고 착하여,올바르 착하,0
9710,올바르다,올바르,0
9711,올바르지 못하고,올바르 못하,1
9712,올바르지 않거나,올바르 않,1
9713,올바른,올바르,0
9714,올바른 격식이나,올바르 격식,0
9715,올바른 길,올바르 길,0
9716,올바른 깨달음,올바르 깨달음,0
9717,올바른 데가,올바르 데,0
9718,올바른 도리,올바르 도리,0
9719,올바른 도리에,올바르 도리,0
9720,올바른 이치에,올바르 이치,0
9721,올바른 지혜로,올바르 지혜,0
9722,올바른 품성을,올바르 품성,0
9723,올바름,올바르,0
9724,올ㅋ,오,0
9725,옭아 묶다,옭 묶,1
9726,옭아 묶음,옭 묶음,1
9727,옮아,옮,1
9728,옳거나,옳,0
9729,옳거나 좋다고,옳 좋,0
9730,옳게,옳,0
9731,옳고,옳,0
9732,옳고 바르다,옳 바르,0
9733,옳고 정당하게,옳 정,0
9734,옳다,옳,0
9735,옳은,옳,0
9736,옳은 말로,옳 말로,0
9737,옳은 일,옳 일,0
9738,옳지 못하게,옳지 못하,1
9739,옳지 못한,옳지 못하,1
